battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
5537;966;810;50,35;735;141;0,76;38,50;0,44;2,37;0,82;386;1,23;24;2;0
29777;1271;1280;49,23;1118;400;0,71;27,41;1,12;0,77;0,38;662;0,97;24;2;0
8514;883;862;48,88;550;219;0,68;30,31;0,84;1,60;0,50;450;0,97;24;2;0
8398;745;618;46,87;582;91;0,64;22,22;0,62;1,17;0,48;356;0,83;24;1;1
56212;1941;1879;51,54;1583;367;1,09;31,02;1,06;0,78;0,75;732;1,58;24;1;1
14399;1134;1157;51,57;853;324;0,76;21,36;1,04;1,43;0,45;473;0,97;24;2;0
40995;947;968;48,55;862;333;0,65;21,45;1,08;0,93;0,39;457;0,83;24;1;1
47597;966;990;48,13;790;364;0,66;21,31;1,39;0,62;0,38;503;0,84;24;1;1
26616;622;577;46,05;604;229;0,49;17,70;0,78;0,49;0,27;331;0,59;24;1;1
26065;1091;1056;48,85;1158;351;0,86;32,97;0,70;0,74;0,44;520;1,29;24;2;0
30963;1676;1742;51,05;1316;522;0,80;14,59;1,70;0,15;0,21;685;0,93;24;2;0
139306;939;877;46,90;910;241;0,68;32,20;0,45;0,42;0,34;574;1,01;24;1;1
12009;1081;1022;49,10;844;250;0,63;29,69;0,83;0,84;0,42;486;0,90;24;1;1
6426;915;892;47,31;594;202;0,63;25,19;0,71;0,36;0,34;388;0,85;24;2;0
117757;1586;1593;50,81;1485;453;0,91;29,47;1,14;1,41;0,58;653;1,29;24;1;1
32684;1010;1042;47,86;960;376;0,65;26,91;0,82;1,35;0,29;559;0,89;24;2;0
38590;949;893;47,20;789;295;0,62;15,11;1,21;0,40;0,23;449;0,73;24;2;0
101542;1296;1228;49,50;1115;332;0,89;28,61;0,89;1,30;0,56;488;1,25;24;1;1
34261;848;808;48,15;800;228;0,63;33,23;0,49;0,83;0,31;474;0,95;24;2;0
17957;1450;1518;50,08;1182;446;0,79;19,30;1,38;0,47;0,42;568;0,98;24;1;1
20491;708;580;46,09;470;150;0,44;10,56;1,08;0,37;0,13;295;0,50;24;1;1
9710;1111;1096;47,42;943;301;0,64;21,86;1,09;0,36;0,17;533;0,82;24;2;0
76530;1148;1091;48,91;1011;300;0,72;20,64;1,20;0,99;0,43;560;0,90;24;1;1
2063;813;713;46,73;512;145;0,65;30,10;0,57;1,91;0,45;429;0,93;24;1;1
2086;404;368;42,67;537;239;0,31;17,79;0,88;1,02;0,15;466;0,38;24;2;0
4224;1577;1667;50,24;939;503;0,89;30,75;1,42;0,38;0,51;662;1,29;24;2;0
6466;1582;1641;50,96;1396;502;0,77;23,38;1,43;0,88;0,25;783;1,01;24;1;1
328;331;268;43,29;676;174;0,39;29,27;0,22;0,07;0,16;519;0,55;24;1;1
566;839;836;52,83;836;181;0,68;31,27;0,25;0,26;0,13;557;0,98;24;2;0
145;319;290;36,55;309;120;0,34;11,03;0,96;0,00;0,12;342;0,39;24;2;0
