battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
17064;1672;1538;52,96;1030;170;0,99;30,39;0,84;1,07;0,97;536;1,43;20;1;0
89141;1162;1186;49,19;989;383;0,74;24,90;0,99;0,60;0,31;488;0,99;20;2;1
11932;1856;1974;52,52;1733;464;0,89;32,47;1,10;0,31;0,37;809;1,33;20;2;1
18461;1766;1899;52,70;1373;345;0,87;25,86;1,01;0,69;0,22;656;1,17;20;1;0
19222;1443;1463;50,60;1171;330;0,84;22,40;1,12;0,46;0,29;599;1,08;20;1;0
25740;1558;1598;51,20;1260;342;0,86;30,73;0,86;1,00;0,55;584;1,24;20;2;1
16139;2056;2161;54,51;1559;432;0,96;26,01;1,31;0,42;0,52;749;1,30;20;1;0
28391;1464;1455;50,88;1067;327;0,92;28,24;1,02;1,09;0,65;553;1,28;20;2;1
21589;892;852;47,73;732;279;0,65;21,95;0,98;0,76;0,27;459;0,83;20;1;0
12744;679;649;46,06;685;334;0,42;21,26;0,96;1,18;0,31;425;0,53;20;1;0
2885;529;455;44,12;479;170;0,45;21,46;0,82;1,05;0,61;412;0,57;20;1;0
16402;1591;1619;49,49;1311;320;0,84;26,98;0,82;0,36;0,42;608;1,15;20;2;1
12716;1389;1406;50,02;1109;356;0,72;19,29;1,19;0,63;0,33;582;0,89;20;2;1
48195;2413;2525;57,36;2026;629;1,21;37,82;1,27;0,43;0,49;941;1,95;20;2;1
26622;1347;1389;51,89;1088;347;0,91;33,73;0,80;0,36;0,54;590;1,37;20;1;0
405;928;829;47,16;928;226;0,75;29,38;0,59;0,55;0,32;624;1,07;20;1;0
52681;1663;1779;50,49;1711;526;0,81;22,04;1,27;0,50;0,29;658;1,04;20;2;1
19285;1482;1541;51,11;1366;420;0,88;28,92;1,07;0,39;0,35;763;1,24;20;2;1
1630;600;511;46,99;605;201;0,49;29,63;0,44;1,28;0,36;490;0,70;20;2;1
51921;1109;1152;48,39;1071;315;0,75;24,17;0,70;0,42;0,44;550;0,99;20;1;0
7439;2093;2129;53,37;1792;288;1,18;38,80;0,80;1,28;0,65;900;1,94;20;1;0
17249;958;902;47,30;743;238;0,63;21,66;0,92;0,79;0,25;415;0,81;20;1;0
8390;1352;1343;48,00;1262;336;0,69;20,29;1,02;0,70;0,27;690;0,86;20;2;1
1533;1191;1116;49,90;1331;309;0,73;34,64;0,74;1,24;0,23;727;1,12;20;2;1
8250;2443;2648;55,65;2172;342;1,03;28,11;0,99;0,15;0,25;859;1,43;20;1;0
1814;953;915;47,46;581;176;0,65;24,31;0,78;1,24;0,43;368;0,85;20;1;0
874;588;498;44,05;663;210;0,47;21,28;0,66;0,94;0,14;463;0,59;20;2;1
1816;503;427;43,12;622;215;0,39;20,76;0,55;1,52;0,17;534;0,49;20;2;1
636;1340;1372;46,70;1336;260;0,73;23,90;0,84;0,28;0,00;761;0,96;20;2;1
11;2;20;9,09;190;326;0,18;0,00;1,36;0,00;0,00;370;0,18;20;1;0
