battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
32831;850;772;47,92;748;275;0,59;21,76;0,96;0,90;0,50;388;0,75;12;1;0
14730;1019;946;48,62;915;181;0,71;32,58;0,42;1,21;0,63;545;1,05;12;1;0
29719;855;742;48,20;654;152;0,65;19,47;0,92;0,99;0,40;389;0,80;12;2;1
19009;985;978;48,76;801;304;0,64;26,87;0,82;1,31;0,50;452;0,87;12;1;0
34784;620;600;45,63;586;227;0,54;28,73;0,61;0,44;0,37;326;0,76;12;2;1
7133;665;617;46,01;557;170;0,58;17,51;0,69;0,18;0,30;409;0,70;12;2;1
17409;1897;1837;53,44;1316;298;0,98;30,47;1,23;1,26;0,68;614;1,41;12;1;0
8719;1013;916;49,72;743;149;0,71;29,61;0,61;0,90;0,55;433;1,01;12;1;0
38531;246;171;42,11;369;116;0,32;33,91;0,20;0,85;0,41;359;0,49;12;2;1
10767;504;406;44,77;560;103;0,54;33,74;0,29;0,45;0,44;333;0,82;12;1;0
25170;1152;1310;49,44;1037;506;0,69;33,84;0,82;0,42;0,30;649;1,05;12;1;0
44956;1814;1928;52,24;1475;468;0,90;25,48;1,25;0,47;0,41;671;1,20;12;2;1
25382;512;451;46,02;463;207;0,42;26,81;0,60;1,19;0,36;333;0,58;12;2;1
39114;695;645;45,48;719;243;0,52;21,21;0,79;0,74;0,29;388;0,66;12;1;0
42023;501;480;45,09;575;224;0,49;28,83;0,39;0,47;0,35;479;0,69;12;1;0
28977;635;619;47,05;497;197;0,56;26,89;0,55;1,15;0,33;401;0,76;12;1;0
18878;1531;1600;51,24;1551;525;0,82;25,71;1,27;0,24;0,26;775;1,10;12;2;1
16577;1629;1714;51,57;1495;499;0,85;23,12;1,35;0,39;0,40;637;1,11;12;1;0
8313;1005;1024;49,10;859;320;0,63;27,90;0,74;0,55;0,41;514;0,87;12;1;0
4119;1024;984;45,74;1316;328;0,62;16,36;0,90;0,24;0,14;665;0,75;12;1;0
51487;1441;1435;51,59;1196;266;0,91;28,48;0,77;0,93;0,44;509;1,27;12;1;0
11196;1052;992;49,11;671;214;0,79;32,43;0,70;1,27;0,65;370;1,17;12;2;1
67701;1047;1042;47,86;1058;386;0,60;23,72;1,03;0,90;0,14;574;0,78;12;2;1
37354;1769;1652;52,24;1361;235;1,04;28,55;0,90;1,39;0,55;679;1,46;12;2;1
768;585;440;47,27;588;180;0,36;20,44;0,65;1,94;0,23;484;0,45;12;2;1
12277;1076;880;50,34;703;129;0,73;24,10;0,94;1,90;0,56;404;0,96;12;2;1
2859;417;386;46,41;430;266;0,35;18,47;0,97;0,61;0,31;375;0,43;12;2;1
1774;1463;1457;49,61;1063;290;0,80;28,52;0,91;0,57;0,78;636;1,12;12;2;1
500;1443;1352;53,00;821;192;0,85;27,20;1,00;0,19;0,56;590;1,17;12;2;1
1146;650;593;45,29;679;216;0,53;19,20;0,88;1,04;0,14;530;0,66;12;1;0
